ID	POS	Traditional
B5L06-II-18	Vs	善良
B5L06-II-19	Ph	一面
B5L06-II-20	Vs	可貴
B5L06-II-21	Vst/N	同情
B5L06-II-22	Ph	換不回
B5L06-II-23	Vi	和解
B5L06-II-24	V-sep	認錯
B5L06-II-25	Adv	重新
B5L06-II-26	N	大愛
B5L06-II-27	N	感受
B5L06-II-28	Adv	只是
B5L06-II-29	Id	一命還一命
B5L06-II-30	Vs	好受
B5L06-II-31	Ph	也就是說
B5L06-II-32	N	歐盟
B5L06-II-33	N	潮流
B5L06-II-34	Vpt	意識到
B5L06-II-35	Adv	唯有
B5L06-II-36	N	身旁
B5L06-II-37	V	打造
B5L06-II-38	Adv	根本
B5L07-I-0-01	Id	傷腦筋
B5L07-I-0-02	Vp	受益
B5L07-I-0-03	N	財富
B5L07-I-0-04	V	思考
B5L07-I-01	N	清晨
B5L07-I-02	Vs	同齡
B5L07-I-03	Vpt	遇上
B5L07-I-04	N	白工
B5L07-I-05	V	沖走
B5L07-I-06	Ph	(一)大半
B5L07-I-06	Ph	（一）大半
B5L07-I-07	Vs	慘重
B5L07-I-08	Vs	值錢
B5L07-I-09	N	村
B5L07-I-10	Vs	可憐
B5L07-I-11	Id	相依為命
B5L07-I-12	Id	一身病痛
B5L07-I-13	Vs	懂事
B5L07-I-14	Adv	主動
B5L07-I-15	V/N	援助
B5L07-I-16	N	口袋
B5L07-I-17	Vs	吃力
B5L07-I-18	N	家產
B5L07-I-19	Id	一無所有
B5L07-I-20	Prep	對於
B5L07-I-21	V	累積
B5L07-I-22	N	貧戶
B5L07-I-23	Id	袖手旁觀
B5L07-I-24	V/N	調整
B5L07-I-25	V	創造
B5L07-I-26	N	津貼
B5L07-I-27	Vst	等同
B5L07-I-28	V/N	補貼
B5L07-I-29	N	分子
B5L07-I-30	V-sep	舉例
B5L07-I-31	N	工資
B5L07-I-32	Vs	完善
B5L07-I-33	Vi	出手
B5L07-I-34	Vs	大方
B5L07-I-35	Vst	在於
B5L07-I-36	V	進行
B5L07-I-37	V	共享
B5L07-I-38	Conj	倘若
B5L07-I-39	Vs	不服
B5L07-I-40	N	稅收
B5L07-I-41	Vi/N	生存
B5L07-I-42	Id	提心吊膽
B5L07-I-43	N	警力
B5L07-I-44	N	治安
B5L07-II-01	N	哈佛大學
B5L07-II-02	N	課堂
B5L07-II-03	N	心臟
B5L07-II-04	N	肺臟
B5L07-II-05	N	腎臟
B5L07-II-06	Vs	急迫
B5L07-II-07	N	器官
B5L07-II-08	V	移植
B5L07-II-09	V	捐贈
B5L07-II-10	Adv	突然
B5L07-II-11	N	全身
B5L07-II-12	V	麻醉
B5L07-II-13	V	抽
B5L07-II-14	Vs	迫切
B5L07-II-15	N	眾人
B5L07-II-16	V	奪取
B5L07-II-17	M	堂
B5L07-II-18	Vi	奮鬥
B5L07-II-19	V	犧牲
B5L07-II-20	V	埋
B5L07-II-21	N	繳稅單
B5L07-II-22	Id	無所事事
B5L07-II-23	Vs	短暫
B5L07-II-24	Vs	拼
B5L07-II-25	Vp	醒
B5L07-II-26	Vi	苦笑
B5L07-II-27	N	歪理
B5L07-II-28	N	米蟲
B5L07-II-29	Adv	仍舊
B5L07-II-30	Id	劫富濟貧
B5L07-II-31	Adv	強制
B5L07-II-31	Adv	强制
B5L07-II-32	V	奪走
B5L07-II-33	Vs	被迫
B5L07-II-34	V-sep	捐款
B5L07-II-35	Vs	眼紅
B5L07-II-36	V	分享
B5L07-II-37	N	成果
B5L07-II-38	Id	不勞而獲
B5L07-II-39	V	依靠
B5L07-II-40	V	拉
B5L07-II-41	N	貧窮
B5L07-II-42	N	強盜
B5L07-II-43	V	打擊
B5L07-II-44	Vi	創富
B5L07-II-45	V	介入
B5L08-I-0-01	Id	左右為難
B5L08-I-0-02	N	難民
B5L08-I-0-03	N	男童
B5L08-I-0-04	Vp	溺死
B5L08-I-0-05	Vpt	震驚
B5L08-I-0-06	Adv	接連
B5L08-I-0-07	N	事件
B5L08-I-0-08	Vs	不滿
B5L08-I-01	V	分擔
B5L08-I-02	V	化
B5L08-I-03	N	轉機
B5L08-I-04	N	海面
B5L08-I-05	Id	難以數計
B5L08-I-06	N	屍體
B5L08-I-07	Id	怵目驚心
B5L08-I-08	V	冒
B5L08-I-09	N	聯合國
B5L08-I-10	Ptc	止
B5L08-I-11	N	庇護
B5L08-I-12	N	人數
B5L08-I-13	V	面臨
B5L08-I-14	Vi	團結
B5L08-I-15	V	召開
B5L08-I-16	N	高峰會
B5L08-I-17	N	領袖
B5L08-I-18	V	消除
B5L08-I-19	Vs	仇外
B5L08-I-20	N	前-
B5L08-I-20	N	前...
B5L08-I-21	N	歐巴馬
B5L08-I-22	N	會議
B5L08-I-23	N	主義
B5L08-I-24	N	受害者
B5L08-I-25	Adv	向來
B5L08-I-26	Vs-attr	單一
B5L08-I-27	Adv	共同
B5L08-I-28	Vi	排外
B5L08-I-29	V	融入
B5L08-I-30	V	收容
B5L08-I-31	Adv	或許
B5L08-I-32	N	勞動力
B5L08-I-33	Vi	轉化
B5L08-I-34	N	里約
B5L08-I-35	N	奧運
B5L08-I-36	Adv	首度
B5L08-I-37	N	代表隊
B5L08-I-38	V	逃離
B5L08-I-39	N	戰火
B5L08-I-40	N	殘障
B5L08-I-41	Vpt	忘掉
B5L08-I-42	N	英雄
B5L08-I-43	N	身分
B5L08-I-44	N	索馬利亞
B5L08-I-45	N	之後
B5L08-I-46	V	參選
B5L08-I-47	N	膚色
B5L08-I-48	Adv	早日
B5L08-I-49	V	扶持
B5L08-II-01	Vs	優先
B5L08-II-02	Vst	無力
B5L08-II-03	V	安置
B5L08-II-04	N/V	支出
B5L08-II-05	V	導致
B5L08-II-06	N	賦稅
B5L08-II-07	N	居民
B5L08-II-08	Vs	對立
B5L08-II-09	Ptc	罷了
B5L08-II-10	N	德國
B5L08-II-11	Id	每況愈下
B5L08-II-12	V	拖垮
B5L08-II-13	V	忽略
B5L08-II-14	Adv	一一
B5L08-II-15	V	過濾
B5L08-II-16	Id	有機可乘
B5L08-II-17	Id	接二連三
B5L08-II-18	Vs	衝突
B5L08-II-19	Vp	升高
B5L08-II-20	Adv	在在
B5L08-II-21	V	設置
B5L08-II-22	N	難民營
B5L08-II-23	V	關閉
B5L08-II-24	N	邊界
B5L08-II-25	V	通往
B5L08-II-26	V	交託
B5L08-II-27	N	人口
B5L08-II-28	N	販子
B5L08-II-29	V	助長
B5L08-II-30	V	支付
B5L08-II-31	N	總理
B5L08-II-32	N	梅克爾
B5L08-II-33	V	承認
B5L08-II-34	V	低估
B5L08-II-35	Vs/N	和平
B5L08-II-36	N	對策
B5L08-II-37	N	販運
B5L08-II-38	Id	首要之務
B5L09-I-0-01	N	核電廠
B5L09-I-0-02	Vs	熱烈
B5L09-I-0-03	Adv	乃至
B5L09-I-01	N	遠處
B5L09-I-02	N	輻射
B5L09-I-03	Vi	外洩
B5L09-I-04	Vp	爆炸
B5L09-I-05	Id	危言聳聽
B5L09-I-06	Vs	致命
B5L09-I-07	Vp	退燒
B5L09-I-08	Id	行之有年
B5L09-I-09	N	三哩島
B5L09-I-10	N	烏克蘭
B5L09-I-11	N	車諾比
B5L09-I-12	N	福島
B5L09-I-13	N	核災
B5L09-I-14	N	核電
B5L09-I-15	Vst	列為
B5L09-I-16	N	等級
B5L09-I-17	Vst	位於
B5L09-I-18	N	海嘯
B5L09-I-19	N	洪水
B5L09-I-20	Ph	數百萬
B5L09-I-21	Adv	及時
B5L09-I-22	M	顆
B5L09-I-23	N	炸彈
B5L09-I-24	Adv	立即
B5L09-I-25	Vst	令
B5L09-I-26	Vst	擔憂
B5L09-I-27	N	歐洲癌症護理雜誌
B5L09-I-27	Ph	歐洲癌症護理雜志
B5L09-I-28	N	數字
B5L09-I-29	N	周圍
B5L09-I-30	Vp	罹癌
B5L09-I-31	Adv	偏
B5L09-I-32	N	青少年
B5L09-I-33	N	細胞
B5L09-I-34	V	製造
B5L09-I-35	N	廢料
B5L09-I-36	Vs	可行
B5L09-I-37	Vs	偏遠
B5L09-I-38	Ph	任誰
B5L09-I-39	V	因應
B5L09-I-40	Ph	再生能源
B5L09-I-41	Adv	妥善
B5L09-I-42	Vs	頭痛
B5L09-I-43	Vs	無解
B5L09-I-44	N	難題
B5L09-I-45	Vs	正確
B5L09-II-01	Vs	環保
B5L09-II-02	Vi	聯想
B5L09-II-03	N	事故
B5L09-II-04	N	運作
B5L09-II-05	N	疏失
B5L09-II-06	Vst	視為
B5L09-II-07	Id	一概而論
B5L09-II-08	Vs-attr	定時
B5L09-II-09	N	風力
B5L09-II-10	N	水力
B5L09-II-11	N	火力
B5L09-II-12	N	太陽能
B5L09-II-13	Vi	相比
B5L09-II-14	N	機率
B5L09-II-15	N	雷
B5L09-II-16	N	碳
B5L09-II-17	N	排放量
B5L09-II-18	Vs	有利
B5L09-II-19	N	二氧化碳
B5L09-II-20	N	溫室
B5L09-II-21	N	效應
B5L09-II-22	N	河流
B5L09-II-23	N	魚類
B5L09-II-24	N	噪音
B5L09-II-25	N	地熱
B5L09-II-26	Vp	成熟
B5L09-II-27	Id	解決之道
B5L09-II-28	V	收取
B5L09-II-29	Vs-attr	高額
B5L09-II-30	V	惹
B5L09-II-31	N	民怨
B5L09-II-32	N	工業
B5L09-II-33	Vp	停擺
B5L09-II-34	Vp	倒退
B5L09-II-35	N	效率
B5L09-II-36	V	供
B5L09-II-37	N	外商
B5L09-II-38	Vs	優良
B5L09-II-39	N	民生
B5L09-II-40	N	效益
B5L09-II-41	N	設備
B5L09-II-42	N	隱憂
B5L09-II-43	N	綠色
B5L09-II-44	V	替代
B5L10-I-01	Vs-attr	同性
B5L10-I-02	N	主播
B5L10-I-03	N	記者
B5L10-I-04	Vi	連線
B5L10-I-05	V	傳達
B5L10-I-06	N	陣線
B5L10-I-07	V	發起
B5L10-I-08	Adv	盡快
B5L10-I-09	N	同性戀
B5L10-I-10	N	異性戀
B5L10-I-11	Vs	相同
B5L10-I-12	Vs	相愛
B5L10-I-13	N	核心
B5L10-I-14	N	伴侶
B5L10-I-15	Vs	無關
B5L10-I-16	V	打破
B5L10-I-17	N	平權
B5L10-I-18	Prep	藉由
B5L10-I-19	Vi	節稅
B5L10-I-20	Vs	病危
B5L10-I-21	V	簽署
B5L10-I-22	N	文件
B5L10-I-23	N	彼此
B5L10-I-24	Vs	親密
B5L10-I-25	N	伙伴
B5L10-I-26	Vs	陌生
B5L10-I-27	N	性病
B5L10-I-28	N	偏見
B5L10-I-29	N	身上
B5L10-I-30	Vs-attr	異性
B5L10-I-31	Id	有情人終成眷屬
B5L10-I-32	N	末日
B5L10-I-33	V	擴大
B5L10-I-34	N	範圍
B5L10-I-35	N	心聲
B5L10-I-36	N	法案
B5L10-II-01	N	鏡頭
B5L10-II-02	N	聯邦
B5L10-II-03	N	彩虹
B5L10-II-04	N	旗
B5L10-II-05	N	時刻
B5L10-II-06	Vi	駐外
B5L10-II-07	V	歡慶
B5L10-II-08	Vpt	擠進
B5L10-II-09	N	生物
B5L10-II-10	N	本能
B5L10-II-11	V	繁衍
B5L10-II-12	V	尋找
B5L10-II-13	Vi	交配
B5L10-II-14	N	法則
B5L10-II-15	N/V	定義
B5L10-II-16	Vs	互補
B5L10-II-17	N/V	組合
B5L10-II-18	N	全體
B5L10-II-19	N	詞彙
B5L10-II-20	V/N	稱呼
B5L10-II-21	V	建構
B5L10-II-22	N/Vi	革命
B5L10-II-23	Vst	做為
B5L10-II-24	V	無視
B5L10-II-25	V	干涉
B5L10-II-26	N	邏輯
B5L10-II-27	V	納入
B5L10-II-28	Ph	第三者
B5L10-II-29	N	原則
B5L10-II-30	Vs	無異
B5L10-II-31	N	形式
B5L10-II-32	N	亂倫
B5L10-II-33	N	不倫
B5L10-II-34	N	白宮
B5L10-II-35	Ph	巴黎鐵塔
B5L10-II-36	V	打上
B5L10-II-37	N	燈光
B5L10-II-38	Id	不容忽視
B5L10-II-39	Vst	有賴
B5L10-II-40	N	各界
B5L10-II-41	Vi	對話
B5L10-II-42	Vi	激辯
B5L10-II-43	V	交還
B6L01-I-0-01	N	職校
B6L01-I-0-02	N	技職
B6L01-I-0-03	Ph	成功之處
B6L01-I-0-04	Vs-attr	高等
B6L01-I-0-05	Vs	緊密
B6L01-I-0-06	N/V	連結
B6L01-I-0-07	Adv	爭相
B6L01-I-0-08	N	典範
B6L01-I-01	V	放眼
B6L01-I-02	V	出版
B6L01-I-03	Vaux	總要
B6L01-I-04	Id	嚴陣以待
B6L01-I-05	V	直言
B6L01-I-06	V	分析
B6L01-I-07	Vst	身為
B6L01-I-08	N	文憑
B6L01-I-09	Id	一技在身
B6L01-I-10	V	點出
B6L01-I-11	Id	比比皆是
B6L01-I-12	N	理論
B6L01-I-13	N	製造業
B6L01-I-14	Vi	上工
B6L01-I-15	N	關鍵
B6L01-I-16	N	案
B6L01-I-17	Ph	中、小型企業
B6L01-I-17	Ph	中，小型企業
B6L01-I-18	V	投入
B6L01-I-19	V	研發
B6L01-I-20	V	聘請
B6L01-I-21	Vs-attr	高階
B6L01-I-22	N	人才
B6L01-I-23	V	升級
B6L01-I-T-01		瑞士
B6L01-I-T-02		洛桑管理學院
B6L01-I-T-03		葛瑞里
B6L01-I-T-04		奧地利
B6L01-I-T-05		瑞典
B6L01-II-01	V	提到
B6L01-II-02	N	成效
B6L01-II-03	Adv	愈
B6L01-II-04	N	年度
B6L01-II-05	N	評比
B6L01-II-06	N	品牌
B6L01-II-07	Vs-attr	新興
B6L01-II-08	N	經濟體
B6L01-II-09	Vi	進修
B6L01-II-10	Adv	逐年
B6L01-II-11	Vi/N	公投
B6L01-II-12	Vp	轉向
B6L01-II-13	Vi	自限
B6L01-II-14	Adv	當初
B6L01-II-15	V	迫使
B6L01-II-16	N	外
B6L01-II-17	Adv	高度
B6L01-II-18	Vst	仰賴
B6L01-II-19	Vs	衰敗
B6L01-II-20	Vst	保有
B6L01-II-21	Vi	創新
B6L01-II-22	V	低價
B6L01-II-24	V	消滅
B6L01-II-T-01		俄國
B6L01-II-T-02		巴西
B6L01-II-T-03		非洲
B6L01-II-T-04		拉丁美洲
B6L01-III-01	N	游艇
B6L01-III-02	N	五金
B6L01-III-03	N	達人
B6L01-III-04	N	代言人
B6L01-III-05	V	稱為
B6L01-III-06	N	精品
B6L01-III-07	N	子弟
B6L01-III-08	Adv	唯
B6L01-III-09	N	高工
B6L01-III-10	N	黑手
B6L01-III-11	Vi	起家
B6L01-III-12	Vi	奮鬥（史）
B6L01-III-13	N	營業額
B6L01-III-T-01		教部
B6L01-III-T-01		教部（＝教育部）
B6L01-III-T-02		曾信哲
B6L01-III-T-03		屏東
B6L01-III-T-04		九如
B6L02-I-0-01	V	洞察
B6L02-I-0-02	Id	鍥而不舍/捨
B6L02-I-0-03	Vs	專精
B6L02-I-0-04	V	開創
B6L02-I-0-05	N	契機
B6L02-I-01	Adv	未必
B6L02-I-02	Vi	出發
B6L02-I-03	Vs	特殊
B6L02-I-04	M	群
B6L02-I-05	Ph	突發奇想
B6L02-I-06	N	原理
B6L02-I-07	N	醫師
B6L02-I-08	V	配
B6L02-I-09	N	眼鏡
B6L02-I-10	Adv	相對
B6L02-I-11	Vs	窮困
B6L02-I-12	N	任務
B6L02-I-13	Vi	估計
B6L02-I-14	V/N	發明
B6L02-I-15	Adv	自行
B6L02-I-16	N	度數
B6L02-I-17	M	副
B6L02-I-18	N	鏡片
B6L02-I-19	Vpt	充滿
B6L02-I-20	N	液體
B6L02-I-21	N	創見
B6L02-I-22	Vs	原始
B6L02-I-23	Vpt	出自
B6L02-I-24	N	儀器
B6L02-I-25	N	製造商
B6L02-I-26	V	矯正
B6L02-I-27	N	視力
B6L02-I-28	Ph	大放光明
B6L02-I-29	N	影像
B6L02-I-30	Ph	開發中國家
B6L02-I-31	N	需求量
B6L02-I-32	Adv	極
B6L02-I-33	Id	供不應求
B6L02-I-34	N	貢獻
B6L02-I-35	N	根源
B6L02-I-36	Conj	從而
B6L02-I-37	N	人群
B6L02-I-T-01		牛津大學
B6L02-I-T-02		喬許．席爾佛
B6L02-II-01	N	場所
B6L02-II-02	Vi	照明
B6L02-II-03	Id	習以為常
B6L02-II-04	N	電力
B6L02-II-05	N	答案
B6L02-II-06	Vp	入夜
B6L02-II-07	N	村落
B6L02-II-08	Ph	貼補家用
B6L02-II-09	N	煤油燈
B6L02-II-10	Vst	有損
B6L02-II-11	N	孩童
B6L02-II-12	V	燃燒
B6L02-II-13	N	呼吸道
B6L02-II-14	Adv	單單
B6L02-II-15	N	病症
B6L02-II-16	N	室內
B6L02-II-17	Vpt	照亮
B6L02-II-18	N	基金會
B6L02-II-19	V	接
B6L02-II-20	V	動用
B6L02-II-21	N	人力
B6L02-II-22	N	物力
B6L02-II-23	V	架設
B6L02-II-24	N	電纜
B6L02-II-25	N	工程
B6L02-II-26	Ph	固態光源
B6L02-II-26	Ph	固態光源（SSL）
B6L02-II-27	N	簡稱
B6L02-II-28	M	瓦
B6L02-II-29	N	日光板
B6L02-II-30	Vs-sep	蓄電
B6L02-II-31	N	電池
B6L02-II-32	Ph	發光二極體
B6L02-II-32	Ph	發光二極體（LED）
B6L02-II-33	N	系統
B6L02-II-34	V	安裝
B6L02-II-35	N	群眾
B6L02-II-36	Vpt	剝奪
B6L02-II-37	N	文盲
B6L02-II-T-01		爾文．哈樂戴
B6L02-II-T-02		卡加利大學
B6L02-II-T-03		尼泊爾
B6L02-II-T-04		喜馬拉雅山群
B6L03-I-0-01	Id	前所未有
B6L03-I-0-02	Adv	盡情
B6L03-I-0-03	Vi	揮灑
B6L03-I-01	N	舞蹈家
B6L03-I-02	V	描述
B6L03-I-03	N	舞者
B6L03-I-04	N	舞台
B6L03-I-05	N	舞碼
B6L03-I-06	N	傳人
B6L03-I-07	N	芭蕾
B6L03-I-08	Vp	及格
B6L03-I-09	N	滿分
B6L03-I-10	Id	眾所皆知
B6L03-I-11	N	大師
B6L03-I-12	Adv	特地
B6L03-I-13	V	解散
B6L03-I-14	N	舞團
B6L03-I-15	N	邀約
B6L03-I-16	V	培訓
B6L03-I-17	Vst	無
B6L03-I-18	V	傳承
B6L03-I-19	V	邀請
B6L03-I-20	N	編舞家
B6L03-I-21	Id	量身打造
B6L03-I-22	N	舞目
B6L03-I-23	N	首席
B6L03-I-24	N	舞星
B6L03-I-25	V	會
B6L03-I-26	N	心血
B6L03-I-27	Vpt	化為
B6L03-I-28	N	作品
B6L03-I-29	N	規劃
B6L03-I-30	N	舞曲
B6L03-I-31	N	民俗
B6L03-I-32	N	生平
B6L03-I-33	Adv	不得不
B6L03-I-34	Ph	硬著頭皮
B6L03-I-35	Vi	灑落
B6L03-I-36	N	剎那
B6L03-I-37	Vst	感到
B6L03-I-38	N	存在感
B6L03-I-39	V	報考
B6L03-I-40	N	民族舞
B6L03-I-41	Adv	終
B6L03-I-42	N	上帝
B6L03-I-43	Vst	疼愛
B6L03-I-T-01		生身不息
B6L03-I-T-02		許芳宜
B6L03-I-T-03		勞勃阿特曼
B6L03-I-T-03		勞勃．阿特曼
B6L03-I-T-04		舞動世紀
B6L03-I-T-04		舞動實際
B6L03-I-T-05		瑪莎葛蘭姆
B6L03-I-T-05		瑪莎．葛蘭姆
B6L03-I-T-06		倫敦
B6L03-I-T-07		阿喀郎汗
B6L03-I-T-07		阿喀郎．汗
B6L03-I-T-08		克理斯多福惠爾敦
B6L03-I-T-08		克理斯多福．惠爾敦
B6L03-I-T-09		紐約市立芭蕾舞團
B6L03-I-T-10		溫蒂威倫
B6L03-I-T-10		溫蒂．威倫
B6L03-I-T-11		華岡藝校
B6L03-II-01	Adv	從(來)
B6L03-II-01	Adv	從（來）
B6L03-II-02	Adv	不間斷(地)
B6L03-II-02	Adv	不間斷（地）
B6L03-II-03	V	保送
B6L03-II-04	M	扇
B6L03-II-05	N	貴人
B6L03-II-06	Adv	一眼
B6L03-II-07	Vp	發覺
B6L03-II-08	N	才華
B6L03-II-09	Id	痛哭流涕
B6L03-II-10	N	輩子
B6L03-II-11	Adv	公開
B6L03-II-12	V	稱讚
B6L03-II-13	Ph	下定決心
B6L03-II-14	N	海綿
B6L03-II-15	V	吸收
B6L03-II-16	Adv	隻身
B6L03-II-17	N	術科
B6L03-II-18	V-sep	跳舞
B6L03-II-19	Det	其餘
B6L03-II-20	N	學科
B6L03-II-21	Prep	憑
B6L03-II-22	N	毅力
B6L03-II-23	V	克服
B6L03-II-24	Ph	語言翻譯機
B6L03-II-25	M	種種
B6L03-II-26	N	瞬間
B6L03-II-27		加諸(在)
B6L03-II-27	V	加諸(在)
B6L03-II-27	V	加諸（在）
B6L03-II-28	Ph	沖昏頭
B6L03-II-29	N	評論
B6L03-II-30	N	天堂
B6L03-II-31	N	地獄
B6L03-II-32	Id	戰戰兢兢
B6L03-II-33	Vst	當作
B6L03-II-34	N	肯定
B6L03-II-35	Adv	再次
B6L03-II-36	Adv	何嘗
B6L03-II-37	Adv	不自覺
B6L03-II-38	N	體內
B6L03-II-39	Vi	散
B6L03-II-40	Vs	熟悉
B6L03-II-41	N	臉孔
B6L03-II-42	Ph	期待已久
B6L03-II-43	Vs	固定
B6L03-II-T-01		羅斯帕克斯
B6L03-II-T-01		羅斯．帕克斯
B6L03-II-T-02		葛蘭姆舞團
B6L04-I-0-01	V	做人
B6L04-I-0-02	N	心法
B6L04-I-0-03	V	談論
B6L04-I-0-04	Vst	真誠
B6L04-I-0-05	V/N	讚美
B6L04-I-0-06	N	親和力
B6L04-I-0-07	N	笑容
B6L04-I-0-08	Det	此
B6L04-I-0-09	N	祕訣
B6L04-I-0-10	Ph	拉近距離
B6L04-I-01	V	傳授
B6L04-I-02	Vs-attr	獨門
B6L04-I-03	Vs-attr	人際
B6L04-I-04	V/N	銷售
B6L04-I-05	Vs	暢銷
B6L04-I-06	V	謙稱
B6L04-I-07	V	抱持
B6L04-I-08	N	哲學
B6L04-I-09	N	讀者
B6L04-I-10	V	踏出
B6L04-I-11	Vst	悅耳
B6L04-I-12	N	熱忱
B6L04-I-13	Adv	不妨
B6L04-I-14	Vst	好比
B6L04-I-15	Vi	告別
B6L04-I-16	Id	記住
B6L04-I-17	N	對方
B6L04-I-18	N	宴會
B6L04-I-19	Adv	自顧自(地)
B6L04-I-19	Adv	自顧自（地）
B6L04-I-20	V	講
B6L04-I-21	Adv	整整
B6L04-I-22	V-sep	插嘴
B6L04-I-23	N	餘地
B6L04-I-24	Conj	以致(於)
B6L04-I-24	Conj	以致（於）
B6L04-I-25	Vi	同桌
B6L04-I-26	Vi	罰站
B6L04-I-27	Vi	聽教
B6L04-I-28	Ptc	似地
B6L04-I-29	Vs	凝滯
B6L04-I-30	Id	一吐為快
B6L04-I-31	Vi	提問
B6L04-I-T-01		黑幼龍
B6L04-I-T-02		卡內基
B6L04-II-01	N	心坎
B6L04-II-02	N	本質
B6L04-II-03	V	驅策
B6L04-II-04	Vs	深切
B6L04-II-05	Adv	真心
B6L04-II-06	Id	可想而知
B6L04-II-07	N	人緣
B6L04-II-08	Vpt	命中
B6L04-II-09	N	成就
B6L04-II-10	Vs	真切
B6L04-II-11	N	性格
B6L04-II-12	N	愛心
B6L04-II-13	N	口香糖
B6L04-II-14	N	力道
B6L04-II-15	Vst	發自
B6L04-II-16	N	企圖
B6L04-II-17	Vp	失效
B6L04-II-18	N	下屬
B6L04-II-19	N	責任感
B6L04-II-20	Adv	隨後
B6L04-II-21	V	拜託
B6L04-II-22	Id	別有居心
B6L04-II-23	Id	適得其反
B6L04-II-24	Vst	小看
B6L04-II-25	N	威力
B6L04-II-26	V	予
B6L04-II-27	Vs	深刻
B6L04-II-28	Vi	互動
B6L04-II-29	V	定下
B6L04-II-30	Vpt	贏得
B6L04-II-31	Prep	藉著
B6L04-II-32	N	驅動力
B6L04-II-T-01		威廉‧詹姆士
B6L04-II-T-01		威廉．詹姆士
B6L04-II-T-02		艾森豪
B6L04-III-01	N	機緣
B6L04-III-02	N	飯店
B6L04-III-03	V	伸
B6L04-III-04	N	名片
B6L04-III-05	Adv	正
B6L04-III-06	Id	夢寐以求
B6L04-III-07	Adv	直覺（地）
B6L04-III-08	N	淡季
B6L04-III-09	Ph	吃了一驚
B6L04-III-10	Vs/N	忠誠
B6L04-III-11	Vi	跳槽
B6L04-III-12	V	等候
B6L05-I-0-01	Vs	開闊
B6L05-I-0-02	Vi	轉動
B6L05-I-01	Vs-attr	共通
B6L05-I-02	N	水果攤
B6L05-I-03	Ph	瓜香果豔
B6L05-I-04	N	常客
B6L05-I-05	V	秤
B6L05-I-06	Ph	手擺腳動
B6L05-I-07	Vst	身陷
B6L05-I-08	N	迷宮
B6L05-I-09	N	文法
B6L05-I-10	Vs	濃重
B6L05-I-11	V	回覆
B6L05-I-12	Vs	焦急
B6L05-I-13	V	催熟
B6L05-I-14	Adv	急忙
B6L05-I-15	Vs-attr	臨時
B6L05-I-16	N	口譯
B6L05-I-17	Vpt	達成
B6L05-I-18	V-sep	道謝
B6L05-I-19	N	面前
B6L05-I-20	Vs	紊亂
B6L05-I-21	Vs	錯亂
B6L05-I-22	N	人家
B6L05-I-23	N	校長
B6L05-I-24	N	旅途
B6L05-I-25	Vs	勞累
B6L05-I-26	Vs	傲慢
B6L05-I-27	V-sep	皺眉
B6L05-I-28	N	標識
B6L05-I-29	N	國際觀
B6L05-I-30	Vi	接軌
B6L05-I-31	Vst	身在
B6L05-I-T-01		柏林
B6L05-I-T-02		土耳其
B6L05-II-01	V	眼見
B6L05-II-02	Vs	心急
B6L05-II-03	N	浪潮
B6L05-II-04	V	拋
B6L05-II-05	Vpt	淘汰
B6L05-II-06	V	督促
B6L05-II-07	V	背
B6L05-II-08	N	單字
B6L05-II-09	Vp	倍增
B6L05-II-10	Vst	限於
B6L05-II-11	Vs	遼闊
B6L05-II-12	N	之外
B6L05-II-13	N	境地
B6L05-II-14	Vs	孤立
B6L05-II-15	N	賽事
B6L05-II-16	N	島嶼
B6L05-II-17	Adv	四處
B6L05-II-18	N	拼音
B6L05-II-19	Ph	錯誤百出
B6L05-II-20	Vs	精良
B6L05-II-21	Adv	前來
B6L05-II-22	N	版本
B6L05-II-23	Ph	源源不絕
B6L05-II-24	N	訪客
B6L05-II-25	N	人文
B6L05-II-26	N	景觀
B6L05-II-27	N	底蘊
B6L05-II-28	Vs	深厚
B6L05-II-29	N	步調
B6L05-II-30	Vs-attr	家傳
B6L05-II-31	V	勤讀
B6L05-II-32	N	書籍
B6L05-II-33	Vst	知曉
B6L05-II-34	Adv	勤奮
B6L05-II-35	V	駕馭
B6L05-II-36	N	重點
B6L05-II-37	Vp	磨損
B6L05-II-38	V	攪碎
B6L05-II-39	V	翻
B6L05-II-40	N	字典
B6L05-II-41	N	腦子
B6L05-II-42	N	區塊
B6L05-II-43	Vs	自大
B6L05-II-44	N	獨白
B6L05-II-45	V	上演
B6L05-II-46	N	戲碼
B6L05-II-T-01		捷克
B6L06-I-0-01	N	貓熊
B6L06-I-0-02	Id	人見人愛
B6L06-I-0-03	V	征服
B6L06-I-0-04	Vpt	促進
B6L06-I-0-05	Vs	友好
B6L06-I-0-06	N	使者
B6L06-I-0-07	Vp	沾染
B6L06-I-0-08	N	色彩
B6L06-I-0-09	V	抵制
B6L06-I-0-10	Vi	繁殖
B6L06-I-0-11	N	名義
B6L06-I-0-12	V	租借
B6L06-I-01	V	出訪
B6L06-I-02	Ph	風雲女性
B6L06-I-03	Adv	全程
B6L06-I-04	V	直播
B6L06-I-05	Vp	產下
B6L06-I-06	N	雙胞胎
B6L06-I-07	V-sep	睜眼
B6L06-I-08	Vpt	登上
B6L06-I-09	N	頭條
B6L06-I-10	Vp	數位化
B6L06-I-11	V	追溯
B6L06-I-12	Prep	至
